 v-sweep         v(Vout)         v-sweep         v(V2)           v-sweep         v(V1)          
 1.90000000e-01  6.05270558e-08  1.90000000e-01  1.30000000e+00  1.90000000e-01  1.90000000e-01 
 2.00000000e-01  6.05274770e-08  2.00000000e-01  1.30000000e+00  2.00000000e-01  2.00000000e-01 
 2.10000000e-01  6.05280297e-08  2.10000000e-01  1.30000000e+00  2.10000000e-01  2.10000000e-01 
 2.20000000e-01  6.05287554e-08  2.20000000e-01  1.30000000e+00  2.20000000e-01  2.20000000e-01 
 2.30000000e-01  6.05297057e-08  2.30000000e-01  1.30000000e+00  2.30000000e-01  2.30000000e-01 
 2.40000000e-01  6.05309512e-08  2.40000000e-01  1.30000000e+00  2.40000000e-01  2.40000000e-01 
 2.50000000e-01  6.05325836e-08  2.50000000e-01  1.30000000e+00  2.50000000e-01  2.50000000e-01 
 2.60000000e-01  6.05347252e-08  2.60000000e-01  1.30000000e+00  2.60000000e-01  2.60000000e-01 
 2.70000000e-01  6.05375299e-08  2.70000000e-01  1.30000000e+00  2.70000000e-01  2.70000000e-01 
 2.80000000e-01  6.05411992e-08  2.80000000e-01  1.30000000e+00  2.80000000e-01  2.80000000e-01 
 2.90000000e-01  6.05460064e-08  2.90000000e-01  1.30000000e+00  2.90000000e-01  2.90000000e-01 
 3.00000000e-01  6.05522962e-08  3.00000000e-01  1.30000000e+00  3.00000000e-01  3.00000000e-01 
 3.10000000e-01  6.05605194e-08  3.10000000e-01  1.30000000e+00  3.10000000e-01  3.10000000e-01 
 3.20000000e-01  6.05712659e-08  3.20000000e-01  1.30000000e+00  3.20000000e-01  3.20000000e-01 
 3.30000000e-01  6.05852957e-08  3.30000000e-01  1.30000000e+00  3.30000000e-01  3.30000000e-01 
 3.40000000e-01  6.06035868e-08  3.40000000e-01  1.30000000e+00  3.40000000e-01  3.40000000e-01 
 3.50000000e-01  6.06274026e-08  3.50000000e-01  1.30000000e+00  3.50000000e-01  3.50000000e-01 
 3.60000000e-01  6.06583518e-08  3.60000000e-01  1.30000000e+00  3.60000000e-01  3.60000000e-01 
 3.70000000e-01  6.06984772e-08  3.70000000e-01  1.30000000e+00  3.70000000e-01  3.70000000e-01 
 3.80000000e-01  6.07503423e-08  3.80000000e-01  1.30000000e+00  3.80000000e-01  3.80000000e-01 
 3.90000000e-01  6.08171372e-08  3.90000000e-01  1.30000000e+00  3.90000000e-01  3.90000000e-01 
 4.00000000e-01  6.09027560e-08  4.00000000e-01  1.30000000e+00  4.00000000e-01  4.00000000e-01 
 4.10000000e-01  6.10118573e-08  4.10000000e-01  1.30000000e+00  4.10000000e-01  4.10000000e-01 
 4.20000000e-01  6.11498834e-08  4.20000000e-01  1.30000000e+00  4.20000000e-01  4.20000000e-01 
 4.30000000e-01  6.13229236e-08  4.30000000e-01  1.30000000e+00  4.30000000e-01  4.30000000e-01 
 4.40000000e-01  6.15374679e-08  4.40000000e-01  1.30000000e+00  4.40000000e-01  4.40000000e-01 
 4.50000000e-01  6.17999029e-08  4.50000000e-01  1.30000000e+00  4.50000000e-01  4.50000000e-01 
 4.60000000e-01  6.21157752e-08  4.60000000e-01  1.30000000e+00  4.60000000e-01  4.60000000e-01 
 4.70000000e-01  6.24888322e-08  4.70000000e-01  1.30000000e+00  4.70000000e-01  4.70000000e-01 
 4.80000000e-01  6.29200009e-08  4.80000000e-01  1.30000000e+00  4.80000000e-01  4.80000000e-01 
 4.90000000e-01  6.34065772e-08  4.90000000e-01  1.30000000e+00  4.90000000e-01  4.90000000e-01 
 5.00000000e-01  6.39420026e-08  5.00000000e-01  1.30000000e+00  5.00000000e-01  5.00000000e-01 
 5.10000000e-01  6.45164561e-08  5.10000000e-01  1.30000000e+00  5.10000000e-01  5.10000000e-01 
 5.20000000e-01  6.51182204e-08  5.20000000e-01  1.30000000e+00  5.20000000e-01  5.20000000e-01 
 5.30000000e-01  6.57354239e-08  5.30000000e-01  1.30000000e+00  5.30000000e-01  5.30000000e-01 
 5.40000000e-01  6.63575974e-08  5.40000000e-01  1.30000000e+00  5.40000000e-01  5.40000000e-01 
 5.50000000e-01  6.69765798e-08  5.50000000e-01  1.30000000e+00  5.50000000e-01  5.50000000e-01 
 5.60000000e-01  6.75868074e-08  5.60000000e-01  1.30000000e+00  5.60000000e-01  5.60000000e-01 
 5.70000000e-01  6.81849974e-08  5.70000000e-01  1.30000000e+00  5.70000000e-01  5.70000000e-01 
 5.80000000e-01  6.87696625e-08  5.80000000e-01  1.30000000e+00  5.80000000e-01  5.80000000e-01 
 5.90000000e-01  6.93405597e-08  5.90000000e-01  1.30000000e+00  5.90000000e-01  5.90000000e-01 
 6.00000000e-01  6.98982235e-08  6.00000000e-01  1.30000000e+00  6.00000000e-01  6.00000000e-01 
 6.10000000e-01  7.04436234e-08  6.10000000e-01  1.30000000e+00  6.10000000e-01  6.10000000e-01 
 6.20000000e-01  7.09779491e-08  6.20000000e-01  1.30000000e+00  6.20000000e-01  6.20000000e-01 
 6.30000000e-01  7.15024393e-08  6.30000000e-01  1.30000000e+00  6.30000000e-01  6.30000000e-01 
 6.40000000e-01  7.20183128e-08  6.40000000e-01  1.30000000e+00  6.40000000e-01  6.40000000e-01 
 6.50000000e-01  7.25267292e-08  6.50000000e-01  1.30000000e+00  6.50000000e-01  6.50000000e-01 
 6.60000000e-01  7.30287551e-08  6.60000000e-01  1.30000000e+00  6.60000000e-01  6.60000000e-01 
 6.70000000e-01  7.35253556e-08  6.70000000e-01  1.30000000e+00  6.70000000e-01  6.70000000e-01 
 6.80000000e-01  7.40174093e-08  6.80000000e-01  1.30000000e+00  6.80000000e-01  6.80000000e-01 
 6.90000000e-01  7.45057070e-08  6.90000000e-01  1.30000000e+00  6.90000000e-01  6.90000000e-01 
 7.00000000e-01  7.49909608e-08  7.00000000e-01  1.30000000e+00  7.00000000e-01  7.00000000e-01 
 7.10000000e-01  7.54738199e-08  7.10000000e-01  1.30000000e+00  7.10000000e-01  7.10000000e-01 
 7.20000000e-01  7.59548600e-08  7.20000000e-01  1.30000000e+00  7.20000000e-01  7.20000000e-01 
 7.30000000e-01  7.64346075e-08  7.30000000e-01  1.30000000e+00  7.30000000e-01  7.30000000e-01 
 7.40000000e-01  7.69135404e-08  7.40000000e-01  1.30000000e+00  7.40000000e-01  7.40000000e-01 
 7.50000000e-01  7.73920935e-08  7.50000000e-01  1.30000000e+00  7.50000000e-01  7.50000000e-01 
 7.60000000e-01  7.78706727e-08  7.60000000e-01  1.30000000e+00  7.60000000e-01  7.60000000e-01 
 7.70000000e-01  7.83496397e-08  7.70000000e-01  1.30000000e+00  7.70000000e-01  7.70000000e-01 
 7.80000000e-01  7.88293390e-08  7.80000000e-01  1.30000000e+00  7.80000000e-01  7.80000000e-01 
 7.90000000e-01  7.93100861e-08  7.90000000e-01  1.30000000e+00  7.90000000e-01  7.90000000e-01 
 8.00000000e-01  7.97921794e-08  8.00000000e-01  1.30000000e+00  8.00000000e-01  8.00000000e-01 
 8.10000000e-01  8.02759020e-08  8.10000000e-01  1.30000000e+00  8.10000000e-01  8.10000000e-01 
 8.20000000e-01  8.07615083e-08  8.20000000e-01  1.30000000e+00  8.20000000e-01  8.20000000e-01 
 8.30000000e-01  8.12492490e-08  8.30000000e-01  1.30000000e+00  8.30000000e-01  8.30000000e-01 
 8.40000000e-01  8.17393654e-08  8.40000000e-01  1.30000000e+00  8.40000000e-01  8.40000000e-01 
 8.50000000e-01  8.22320748e-08  8.50000000e-01  1.30000000e+00  8.50000000e-01  8.50000000e-01 
 8.60000000e-01  8.27276022e-08  8.60000000e-01  1.30000000e+00  8.60000000e-01  8.60000000e-01 
 8.70000000e-01  8.32261556e-08  8.70000000e-01  1.30000000e+00  8.70000000e-01  8.70000000e-01 
 8.80000000e-01  8.37279381e-08  8.80000000e-01  1.30000000e+00  8.80000000e-01  8.80000000e-01 
 8.90000000e-01  8.42331409e-08  8.90000000e-01  1.30000000e+00  8.90000000e-01  8.90000000e-01 
 9.00000000e-01  8.47419622e-08  9.00000000e-01  1.30000000e+00  9.00000000e-01  9.00000000e-01 
 9.10000000e-01  8.52545868e-08  9.10000000e-01  1.30000000e+00  9.10000000e-01  9.10000000e-01 
 9.20000000e-01  8.57712062e-08  9.20000000e-01  1.30000000e+00  9.20000000e-01  9.20000000e-01 
 9.30000000e-01  8.62919991e-08  9.30000000e-01  1.30000000e+00  9.30000000e-01  9.30000000e-01 
 9.40000000e-01  8.68171404e-08  9.40000000e-01  1.30000000e+00  9.40000000e-01  9.40000000e-01 
 9.50000000e-01  8.73468231e-08  9.50000000e-01  1.30000000e+00  9.50000000e-01  9.50000000e-01 
 9.60000000e-01  8.78812199e-08  9.60000000e-01  1.30000000e+00  9.60000000e-01  9.60000000e-01 
 9.70000000e-01  8.84205077e-08  9.70000000e-01  1.30000000e+00  9.70000000e-01  9.70000000e-01 
 9.80000000e-01  8.89648786e-08  9.80000000e-01  1.30000000e+00  9.80000000e-01  9.80000000e-01 
 9.90000000e-01  8.95145089e-08  9.90000000e-01  1.30000000e+00  9.90000000e-01  9.90000000e-01 
 1.00000000e+00  9.00695798e-08  1.00000000e+00  1.30000000e+00  1.00000000e+00  1.00000000e+00 
 1.01000000e+00  9.06303016e-08  1.01000000e+00  1.30000000e+00  1.01000000e+00  1.01000000e+00 
 1.02000000e+00  9.11968565e-08  1.02000000e+00  1.30000000e+00  1.02000000e+00  1.02000000e+00 
 1.03000000e+00  9.17694396e-08  1.03000000e+00  1.30000000e+00  1.03000000e+00  1.03000000e+00 
 1.04000000e+00  9.23482772e-08  1.04000000e+00  1.30000000e+00  1.04000000e+00  1.04000000e+00 
 1.05000000e+00  9.29335812e-08  1.05000000e+00  1.30000000e+00  1.05000000e+00  1.05000000e+00 
 1.06000000e+00  9.35255904e-08  1.06000000e+00  1.30000000e+00  1.06000000e+00  1.06000000e+00 
 1.07000000e+00  9.41245620e-08  1.07000000e+00  1.30000000e+00  1.07000000e+00  1.07000000e+00 
 1.08000000e+00  9.47307519e-08  1.08000000e+00  1.30000000e+00  1.08000000e+00  1.08000000e+00 
 1.09000000e+00  9.53444752e-08  1.09000000e+00  1.30000000e+00  1.09000000e+00  1.09000000e+00 
 1.10000000e+00  9.59660545e-08  1.10000000e+00  1.30000000e+00  1.10000000e+00  1.10000000e+00 
 1.11000000e+00  9.65958824e-08  1.11000000e+00  1.30000000e+00  1.11000000e+00  1.11000000e+00 
 1.12000000e+00  9.72343984e-08  1.12000000e+00  1.30000000e+00  1.12000000e+00  1.12000000e+00 
 1.13000000e+00  9.78821013e-08  1.13000000e+00  1.30000000e+00  1.13000000e+00  1.13000000e+00 
 1.14000000e+00  9.85396405e-08  1.14000000e+00  1.30000000e+00  1.14000000e+00  1.14000000e+00 
 1.15000000e+00  9.92077787e-08  1.15000000e+00  1.30000000e+00  1.15000000e+00  1.15000000e+00 
 1.16000000e+00  9.98874923e-08  1.16000000e+00  1.30000000e+00  1.16000000e+00  1.16000000e+00 
 1.17000000e+00  1.00580062e-07  1.17000000e+00  1.30000000e+00  1.17000000e+00  1.17000000e+00 
 1.18000000e+00  1.01287189e-07  1.18000000e+00  1.30000000e+00  1.18000000e+00  1.18000000e+00 
 1.19000000e+00  1.02011280e-07  1.19000000e+00  1.30000000e+00  1.19000000e+00  1.19000000e+00 
 1.20000000e+00  1.02755805e-07  1.20000000e+00  1.30000000e+00  1.20000000e+00  1.20000000e+00 
 1.21000000e+00  1.03526222e-07  1.21000000e+00  1.30000000e+00  1.21000000e+00  1.21000000e+00 
 1.22000000e+00  1.04331840e-07  1.22000000e+00  1.30000000e+00  1.22000000e+00  1.22000000e+00 
 1.23000000e+00  1.05190922e-07  1.23000000e+00  1.30000000e+00  1.23000000e+00  1.23000000e+00 
 1.24000000e+00  1.06149140e-07  1.24000000e+00  1.30000000e+00  1.24000000e+00  1.24000000e+00 
 1.25000000e+00  1.07465433e-07  1.25000000e+00  1.30000000e+00  1.25000000e+00  1.25000000e+00 
 1.26000000e+00  1.12246173e-07  1.26000000e+00  1.30000000e+00  1.26000000e+00  1.26000000e+00 
 1.27000000e+00  2.77249459e-07  1.27000000e+00  1.30000000e+00  1.27000000e+00  1.27000000e+00 
 1.28000000e+00  2.08280957e-03  1.28000000e+00  1.30000000e+00  1.28000000e+00  1.28000000e+00 
 1.29000000e+00  1.28765307e-02  1.29000000e+00  1.30000000e+00  1.29000000e+00  1.29000000e+00 
 1.30000000e+00  4.63181320e-01  1.30000000e+00  1.30000000e+00  1.30000000e+00  1.30000000e+00 
 1.31000000e+00  1.74440576e+00  1.31000000e+00  1.30000000e+00  1.31000000e+00  1.31000000e+00 
 1.32000000e+00  1.76660139e+00  1.32000000e+00  1.30000000e+00  1.32000000e+00  1.32000000e+00 
 1.33000000e+00  1.77406453e+00  1.33000000e+00  1.30000000e+00  1.33000000e+00  1.33000000e+00 
 1.34000000e+00  1.77709414e+00  1.34000000e+00  1.30000000e+00  1.34000000e+00  1.34000000e+00 
 1.35000000e+00  1.77822487e+00  1.35000000e+00  1.30000000e+00  1.35000000e+00  1.35000000e+00 
 1.36000000e+00  1.77838368e+00  1.36000000e+00  1.30000000e+00  1.36000000e+00  1.36000000e+00 
 1.37000000e+00  1.77844662e+00  1.37000000e+00  1.30000000e+00  1.37000000e+00  1.37000000e+00 
 1.38000000e+00  1.77848661e+00  1.38000000e+00  1.30000000e+00  1.38000000e+00  1.38000000e+00 
 1.39000000e+00  1.77851248e+00  1.39000000e+00  1.30000000e+00  1.39000000e+00  1.39000000e+00 
 1.40000000e+00  1.77853117e+00  1.40000000e+00  1.30000000e+00  1.40000000e+00  1.40000000e+00 
 1.41000000e+00  1.77854515e+00  1.41000000e+00  1.30000000e+00  1.41000000e+00  1.41000000e+00 
 1.42000000e+00  1.77855577e+00  1.42000000e+00  1.30000000e+00  1.42000000e+00  1.42000000e+00 
 1.43000000e+00  1.77856397e+00  1.43000000e+00  1.30000000e+00  1.43000000e+00  1.43000000e+00 
 1.44000000e+00  1.77857040e+00  1.44000000e+00  1.30000000e+00  1.44000000e+00  1.44000000e+00 
 1.45000000e+00  1.77857550e+00  1.45000000e+00  1.30000000e+00  1.45000000e+00  1.45000000e+00 
 1.46000000e+00  1.77857959e+00  1.46000000e+00  1.30000000e+00  1.46000000e+00  1.46000000e+00 
 1.47000000e+00  1.77858289e+00  1.47000000e+00  1.30000000e+00  1.47000000e+00  1.47000000e+00 
 1.48000000e+00  1.77858560e+00  1.48000000e+00  1.30000000e+00  1.48000000e+00  1.48000000e+00 
 1.49000000e+00  1.77858782e+00  1.49000000e+00  1.30000000e+00  1.49000000e+00  1.49000000e+00 
 1.50000000e+00  1.77858967e+00  1.50000000e+00  1.30000000e+00  1.50000000e+00  1.50000000e+00 
 1.51000000e+00  1.77859122e+00  1.51000000e+00  1.30000000e+00  1.51000000e+00  1.51000000e+00 
 1.52000000e+00  1.77859253e+00  1.52000000e+00  1.30000000e+00  1.52000000e+00  1.52000000e+00 
 1.53000000e+00  1.77859363e+00  1.53000000e+00  1.30000000e+00  1.53000000e+00  1.53000000e+00 
 1.54000000e+00  1.77859458e+00  1.54000000e+00  1.30000000e+00  1.54000000e+00  1.54000000e+00 
 1.55000000e+00  1.77859540e+00  1.55000000e+00  1.30000000e+00  1.55000000e+00  1.55000000e+00 
 1.56000000e+00  1.77859611e+00  1.56000000e+00  1.30000000e+00  1.56000000e+00  1.56000000e+00 
 1.57000000e+00  1.77859673e+00  1.57000000e+00  1.30000000e+00  1.57000000e+00  1.57000000e+00 
 1.58000000e+00  1.77859726e+00  1.58000000e+00  1.30000000e+00  1.58000000e+00  1.58000000e+00 
 1.59000000e+00  1.77859774e+00  1.59000000e+00  1.30000000e+00  1.59000000e+00  1.59000000e+00 
 1.60000000e+00  1.77859816e+00  1.60000000e+00  1.30000000e+00  1.60000000e+00  1.60000000e+00 
 1.61000000e+00  1.77859854e+00  1.61000000e+00  1.30000000e+00  1.61000000e+00  1.61000000e+00 
 1.62000000e+00  1.77859888e+00  1.62000000e+00  1.30000000e+00  1.62000000e+00  1.62000000e+00 
 1.63000000e+00  1.77859918e+00  1.63000000e+00  1.30000000e+00  1.63000000e+00  1.63000000e+00 
 1.64000000e+00  1.77859946e+00  1.64000000e+00  1.30000000e+00  1.64000000e+00  1.64000000e+00 
 1.65000000e+00  1.77859971e+00  1.65000000e+00  1.30000000e+00  1.65000000e+00  1.65000000e+00 
 1.66000000e+00  1.77859993e+00  1.66000000e+00  1.30000000e+00  1.66000000e+00  1.66000000e+00 
 1.67000000e+00  1.77860014e+00  1.67000000e+00  1.30000000e+00  1.67000000e+00  1.67000000e+00 
 1.68000000e+00  1.77860033e+00  1.68000000e+00  1.30000000e+00  1.68000000e+00  1.68000000e+00 
 1.69000000e+00  1.77860050e+00  1.69000000e+00  1.30000000e+00  1.69000000e+00  1.69000000e+00 
 1.70000000e+00  1.77860066e+00  1.70000000e+00  1.30000000e+00  1.70000000e+00  1.70000000e+00 
 1.71000000e+00  1.77860081e+00  1.71000000e+00  1.30000000e+00  1.71000000e+00  1.71000000e+00 
 1.72000000e+00  1.77860095e+00  1.72000000e+00  1.30000000e+00  1.72000000e+00  1.72000000e+00 
 1.73000000e+00  1.77860108e+00  1.73000000e+00  1.30000000e+00  1.73000000e+00  1.73000000e+00 
 1.74000000e+00  1.77860120e+00  1.74000000e+00  1.30000000e+00  1.74000000e+00  1.74000000e+00 
 1.75000000e+00  1.77860131e+00  1.75000000e+00  1.30000000e+00  1.75000000e+00  1.75000000e+00 
 1.76000000e+00  1.77860142e+00  1.76000000e+00  1.30000000e+00  1.76000000e+00  1.76000000e+00 
 1.77000000e+00  1.77860152e+00  1.77000000e+00  1.30000000e+00  1.77000000e+00  1.77000000e+00 
 1.78000000e+00  1.77860161e+00  1.78000000e+00  1.30000000e+00  1.78000000e+00  1.78000000e+00 
 1.79000000e+00  1.77860169e+00  1.79000000e+00  1.30000000e+00  1.79000000e+00  1.79000000e+00 
 1.80000000e+00  1.77860178e+00  1.80000000e+00  1.30000000e+00  1.80000000e+00  1.80000000e+00 
